strain	virus	assention	date	region	country
Hu/Riyadh-KSA-2600/2015	mers	KT805964	2015-02-02	west_asia	saudi_arabia
Hu/Taif,KSA-2164/2014	mers	KR912190	2014-10-27	west_asia	saudi_arabia
Hu/Riyadh-KSA-20570/2016	mers	MG011354	2016-06-16	west_asia	saudi_arabia
Jeddah_C8237/KSA/2014	mers	KM027271	2014-XX-XX	west_asia	saudi_arabia
Al-Hasa_7b_2013	mers	KF600623	2013-05-01	west_asia	saudi_arabia
England/Qatar/2012	mers	KC667074	2012-09-19	europe	united_kingdom
Al-Hasa_9e_2013	mers	KF600639	2013-05-01	west_asia	saudi_arabia
MERS_IQ.1	mers	KX150500	2016-02-20	west_asia	iraq
Al-Hasa_28g_2013	mers	KJ156928	2013-06-22	west_asia	saudi_arabia
Jeddah_Camel1_2013	mers	KJ556337	2013-11-09	west_asia	saudi_arabia
Hu/Riyadh-KSA-3181/2015	mers	KT806049	2015-02-15	west_asia	saudi_arabia
MERS-CoV/KOR/Seoul/169-2015	mers	KX034099	2015-06-26	japan_korea	south_korea
Hu/Kharj-KSA-2598/2015	mers	KT806053	2015-02-02	west_asia	saudi_arabia
Hu/Riyadh-KSA-7179/2015	mers	KT806010	2015-03-24	west_asia	saudi_arabia
Taif_3d_2013	mers	KJ156868	2013-06-13	west_asia	saudi_arabia
Asir_1c_2013	mers	KJ156903	2013-07-02	west_asia	saudi_arabia
Hu/Buraydah-KSA-3317/2015	mers	KT806002	2015-02-13	west_asia	saudi_arabia
Makkah_C9355/KSA/Makkah/2014-04-15	mers	KM027261	2014-04-15	west_asia	saudi_arabia
Al-Hasa_13b_2013	mers	KF600616	2013-05-07	west_asia	saudi_arabia
Hu/Riyadh_KSA_2959_2015	mers	KT026453	2015-02-10	west_asia	saudi_arabia
camel/UAE_B73_2015	mers	MF598663	2015-03-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-6966/2015	mers	KT806021	2015-03-21	west_asia	saudi_arabia
Bisha_1_2012	mers	KF600620	2012-06-19	west_asia	saudi_arabia
Hu/Jordan-13076/2015	mers	MF741836	2015-09-22	west_asia	jordan
Hu/Riyadh-KSA-11739/2016	mers	KX154684	2016-02-XX	west_asia	saudi_arabia
Egypt-NC2682/2016	mers	KX425845	2016-XX-XX	africa	egypt
camel/Riyadh/Ry162/2015	mers	KT368871	2015-03-XX	west_asia	saudi_arabia
Al-Hasa_25_2013	mers	KJ156866	2013-05-02	west_asia	saudi_arabia
Hu/Hufuf-KSA-6674/2015	mers	KT805983	2015-02-01	west_asia	saudi_arabia
camel/Jeddah/D48/2014	mers	KT368840	2014-12-XX	west_asia	saudi_arabia
Al-Hasa_16_2013	mers	KF600644	2013-05-12	west_asia	saudi_arabia
UAE-18-2014	mers	KP202213	2014-XX-XX	west_asia	united_arab_emirates
41	mers	MK858162	2017-06-03	west_asia	saudi_arabia
Al-Hasa_15_2013	mers	KF600645	2013-05-11	west_asia	saudi_arabia
Hu/Riyadh-KSA-7867/2015	mers	KT806014	2015-04-04	west_asia	saudi_arabia
Riyadh_9_2013	mers	KJ156869	2013-07-17	west_asia	saudi_arabia
camel/Jeddah/D43(b)/2014	mers	KT368836	2014-12-XX	west_asia	saudi_arabia
camel/Taif/T150/2015	mers	KT368889	2015-03-XX	west_asia	saudi_arabia
Camel/UAE/D1339.2/2014	mers	KP719931	2014-06-XX	west_asia	united_arab_emirates
Hu/Najran-KSA-C22374/2015	mers	KT805996	2015-03-21	west_asia	saudi_arabia
Hu/Riyadh-KSA-9689/2017	mers	MG912604	2017-06-15	west_asia	saudi_arabia
Nigeria-HKU061	mers	KU201958	2015-01-16	africa	nigeria
Jeddah_C7149/KSA/2014-04-05	mers	KM027255	2014-XX-XX	west_asia	saudi_arabia
Abu_Dhabi_UAE_30_2014	mers	KP209309	2014-04-19	west_asia	united_arab_emirates
KSA-CAMEL-376	mers	KJ713299	2013-11-XX	west_asia	saudi_arabia
MERS-CoV_camel/Ethiopia/AAU-EPHI-HKU4458/2017	mers	MG923468	2017-03-15	africa	ethiopia
camel/UAE_B106_2015	mers	MF598693	2015-03-XX	west_asia	united_arab_emirates
camel/UAE_B100_2015	mers	MF598687	2015-03-XX	west_asia	united_arab_emirates
camel/UAE_B24_2015	mers	MF598616	2015-03-XX	west_asia	united_arab_emirates
camel/UAE_B80_2015	mers	MF598670	2015-03-XX	west_asia	united_arab_emirates
Riyadh_13b_2013	mers	KJ156873	2013-08-13	west_asia	saudi_arabia
Hu/Amman-Jordan-13030/2015	mers	MF000458	2015-09-19	west_asia	jordan
Hu/Riyadh-KSA-009D1N/2015	mers	MG757599	2015-08-26	west_asia	saudi_arabia
KSA-CAMEL-378	mers	KJ713296	2013-11-XX	west_asia	saudi_arabia
Hu/Riyadh_KSA_4050_2015	mers	KT026456	2015-03-01	west_asia	saudi_arabia
camel/Jeddah/Jd86/2015	mers	KT368863	2015-01-XX	west_asia	saudi_arabia
Camel/UAE/D469-14	mers	KU242424	2014-03-04	west_asia	united_arab_emirates
camel/UAE_B34_2015	mers	MF598626	2015-03-XX	west_asia	united_arab_emirates
Al-Hasa_9c_2013	mers	KF600649	2013-05-01	west_asia	saudi_arabia
camel/Jeddah/D46(b)/2014	mers	KT368838	2014-12-XX	west_asia	saudi_arabia
Hu/Riyadh-KSA-7591/2015	mers	KT806012	2015-03-30	west_asia	saudi_arabia
Jeddah_C8965/KSA/2014	mers	KM027273	2014-XX-XX	west_asia	saudi_arabia
Al-Hasa_27b_2013	mers	KJ156939	2013-06-19	west_asia	saudi_arabia
camel/Riyadh/Ry63/2015	mers	KT368876	2015-03-XX	west_asia	saudi_arabia
camel/UAE_414377_W4_2015	mers	MF598713	2015-04-XX	west_asia	united_arab_emirates
MERS-CoV/Egypt-NC2613/2015	mers	KX710314	2015-12-XX	africa	egypt
MERS-CoV/KOR/Seoul/014-2015	mers	KX034093	2015-05-30	japan_korea	south_korea
UAE-10-2014	mers	KP202220	2014-XX-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-015D1P/2015	mers	MG757602	2015-09-01	west_asia	saudi_arabia
camel/Jeddah/D47/2014	mers	KT368839	2014-12-XX	west_asia	saudi_arabia
Hu/Jordan-201440011365/2014	mers	KT861631	2014-05-10	west_asia	jordan
56	mers	MF133456	2015-11-11	africa	sudan
Taif_4b_2013	mers	KJ156871	2013-06-13	west_asia	saudi_arabia
camel/UAE_B4_2015	mers	MF598596	2015-03-XX	west_asia	united_arab_emirates
camel/Riyadh/Ry178/2015	mers	KT368874	2015-03-XX	west_asia	saudi_arabia
camel/Jeddah/N62(b)/2014	mers	KT368847	2014-11-XX	west_asia	saudi_arabia
camel/UAE_B39_2015	mers	MF598631	2015-03-XX	west_asia	united_arab_emirates
Madinah_1a_2013	mers	KJ156935	2013-09-01	west_asia	saudi_arabia
PREDICT-EHA-156-12-ZG13675	mers	KX285223	2013-06-23	china	china
Al-Hasa_22a_2013	mers	KF600617	2013-05-09	west_asia	saudi_arabia
Riyadh_1340/KSA/2014	mers	KT357812	2014-XX-XX	west_asia	saudi_arabia
MERSCoV/KE290	mers	MG591489	2015-02-15	africa	kenya
Al-Hasa_3_2013	mers	KF186565	2013-04-22	west_asia	saudi_arabia
camel/Jeddah/S94/2014	mers	KT368856	2014-09-XX	west_asia	saudi_arabia
Hu/Riyadh-KSA-039D3T/2016	mers	MG757604	2016-01-31	west_asia	saudi_arabia
MERS-CoV_camel/Burkina_Faso/CIRAD-HKU434/2015	mers	MG923470	2015-02-23	africa	burkina_faso
Hu/Riyadh-KSA-18012493/2018	mers	MK462249	2018-07-09	west_asia	saudi_arabia
Asir_1d_2013	mers	KJ156883	2013-07-02	west_asia	saudi_arabia
Hu/Hufuf-KSA-12124/2015	mers	KT806036	2015-06-02	west_asia	saudi_arabia
Hu/Riyadh-KSA-8683/2017	mers	MG366882	2015-06-07	west_asia	saudi_arabia
Riyadh_2014KSA_683/KSA/2014	mers	KM027262	2014-04-22	west_asia	saudi_arabia
England_1	mers	KC164505	2012-09-11	europe	united_kingdom
Al-Hasa_23d_2013	mers	KJ156923	2013-05-13	west_asia	saudi_arabia
118	mers	MF133457	2015-11-14	africa	sudan
camel/Jeddah/D40/2014	mers	KT368834	2014-12-XX	west_asia	saudi_arabia
camel/UAE_B107_2015	mers	MF598694	2015-03-XX	west_asia	united_arab_emirates
Riyadh_2014KSA_150/KSA/2014	mers	KM027280	2014-XX-XX	west_asia	saudi_arabia
camel/UAE_B49_2015	mers	MF598640	2015-03-XX	west_asia	united_arab_emirates
MERS-CoV/KOR/CNUH_SNU/016_05_2015	mers	KT717696	2015-06-11	japan_korea	south_korea
Al-Hasa_21_2013	mers	KF600634	2013-05-30	west_asia	saudi_arabia
Riyadh_8b_2013	mers	KJ156942	2013-07-17	west_asia	saudi_arabia
Riyadh_2014KSA_693/KSA/2014	mers	KM027291	2014-XX-XX	west_asia	saudi_arabia
Jordan_10_2015	mers	KU233362	2015-XX-XX	west_asia	jordan
Camel/UAE_1B-A_2014	mers	KY581695	2014-06-01	west_asia	united_arab_emirates
HCoV-EMC	mers	JX869059	2012-06-13	west_asia	saudi_arabia
Al-Hasa_22f_2013	mers	KF600621	2013-05-09	west_asia	saudi_arabia
Hu/Jordan-20140010168/2014	mers	KT861627	2014-01-22	west_asia	jordan
Al-Hasa_8d_2013	mers	KF600635	2013-05-01	west_asia	saudi_arabia
UAE-7-2014	mers	KP202193	2014-XX-XX	west_asia	united_arab_emirates
Nigeria-HKU107	mers	KU201956	2015-01-18	africa	nigeria
Al-Hasa_28b_2013	mers	KJ156940	2013-06-22	west_asia	saudi_arabia
Riyadh_15f_2013	mers	KJ156953	2013-08-19	west_asia	saudi_arabia
Al-Hasa_10c_2013	mers	KF600624	2013-05-02	west_asia	saudi_arabia
Jeddah_1_2013	mers	KJ556336	2013-11-06	west_asia	saudi_arabia
Hu/Jeddah-KSA-173RS1101/2017	mers	MK462243	2017-08-01	west_asia	saudi_arabia
MERSCoV/goat/Egypt/3893/2016	mers	MF318502	2016-05-24	africa	egypt
camel/Riyadh/Ry177/2015	mers	KT368873	2015-03-XX	west_asia	saudi_arabia
camel/UAE_B18_2015	mers	MF598610	2015-03-XX	west_asia	united_arab_emirates
Taif_4a_2013	mers	KJ156886	2013-06-13	west_asia	saudi_arabia
camel/Riyadh/Ry86/2015	mers	KT368879	2015-03-XX	west_asia	saudi_arabia
MERS-CoV/camel/Egypt/NRCE-NC1552/2015	mers	KU942371	2015-08-23	africa	egypt
Al-Ahsa_KSA_Camel_C23	mers	KP966104	2014-05-XX	west_asia	saudi_arabia
ADFCA-HKU7	mers	KT275313	2015-05-09	west_asia	united_arab_emirates
ADFCA-HKU4	mers	KT275309	2015-05-09	west_asia	united_arab_emirates
ADFCA-HKU5	mers	KT275310	2015-05-09	west_asia	united_arab_emirates
Taif_3e_2013	mers	KJ156921	2013-06-13	west_asia	saudi_arabia
ADFCA-HKU3	mers	KT275308	2015-05-09	west_asia	united_arab_emirates
ADFCA-HKU1	mers	KT275306	2015-05-09	west_asia	united_arab_emirates
Hu/Hufuf-KSA-11876/2015	mers	KT806034	2015-05-29	west_asia	saudi_arabia
Al-Hasa_28d_2013	mers	KJ156893	2013-06-22	west_asia	saudi_arabia
Riyadh_2014KSA_345/KSA/2014	mers	KM027284	2014-XX-XX	west_asia	saudi_arabia
camel/UAE_415915_W4_2015	mers	MF598718	2015-04-XX	west_asia	united_arab_emirates
camel/UAE_B108_2015	mers	MF598695	2015-03-XX	west_asia	united_arab_emirates
Hu/Makkah-KSA-907/2015	mers	KT806015	2015-04-13	west_asia	saudi_arabia
Hu/Buraydah-KSA-3319/2015	mers	KT806001	2015-02-13	west_asia	saudi_arabia
camel/UAE_B14_2015	mers	MF598606	2015-03-XX	west_asia	united_arab_emirates
Hu/UAE_003_2013	mers	KY673143	2013-07-12	west_asia	united_arab_emirates
Nigeria-HKU004	mers	KU201953	2015-01-13	africa	nigeria
Nigeria-HKU006	mers	KU201954	2015-01-13	africa	nigeria
camel/UAE_414486_W3_2015	mers	MF598705	2015-04-XX	west_asia	united_arab_emirates
Hu/Jordan-12642/2015	mers	MF741826	2015-08-25	west_asia	jordan
Egypt-NC2603/2015	mers	KX425843	2015-XX-XX	africa	egypt
Essen	mers	KC875821	2012-XX-XX	west_asia	qatar
camel/Jeddah/D45/2014	mers	KT368837	2014-12-XX	west_asia	saudi_arabia
MERSCoV/cattle/Egypt/2257/2015	mers	MF318499	2015-11-17	africa	egypt
Al-Hasa_7a_2013	mers	KF600655	2013-05-01	west_asia	saudi_arabia
Netherlands_2_2014	mers	KJ858495	2014-05-14	europe	netherlands
Abu_Dhabi_UAE_16_2014	mers	KP209308	2014-04-10	west_asia	united_arab_emirates
Hafr-Al-Batin_4d_2013	mers	KJ156861	2013-08-25	west_asia	saudi_arabia
MERS-CoV/KOR/KNIH/001_05_2015	mers	KT001382	2015-05-19	japan_korea	south_korea
camel/Jeddah/Jd87/2015	mers	KT368864	2015-01-XX	west_asia	saudi_arabia
camel/UAE_B68_2015	mers	MF598658	2015-03-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-10150/2015	mers	KT806019	2015-05-09	west_asia	saudi_arabia
KSA_Riyadh-24	mers	KX960124	2015-08-01	west_asia	saudi_arabia
camel/UAE_B59_2015	mers	MF598649	2015-03-XX	west_asia	united_arab_emirates
Jeddah_C7773/KSA/2014	mers	KM027270	2014-XX-XX	west_asia	saudi_arabia
camel/MERS/Amibara/126/2017	mers	MK564475	2017-08-24	africa	ethiopia
Hu/Buraydah-KSA-3818/2015	mers	KT806006	2015-02-28	west_asia	saudi_arabia
camel/UAE_B103_2015	mers	MF598690	2015-03-XX	west_asia	united_arab_emirates
MERS-CoV/KOR/CNUH_SNU/054_06_2015	mers	KT868871	2015-06-09	japan_korea	south_korea
PREDICT-OTBA03-20130220	mers	KX285225	2013-02-19	africa	uganda
Riyadh_8a_2013	mers	KJ156880	2013-07-17	west_asia	saudi_arabia
Riyadh_1175/KSA/2014	mers	KT357810	2014-XX-XX	west_asia	saudi_arabia
Hu/Hufuf-KSA-11080/2015	mers	KT805987	2015-05-12	west_asia	saudi_arabia
Riyadh_2014KSA_059/KSA/2014	mers	KM027279	2014-XX-XX	west_asia	saudi_arabia
Hu/Oman_261_2015	mers	KY688116	2015-01-16	west_asia	oman
Hu/Riyadh-KSA-3065/2015	mers	KT806050	2015-02-12	west_asia	saudi_arabia
Hu/Riyadh-KSA-18014504/2018	mers	MK462255	2018-09-15	west_asia	saudi_arabia
Hu/Makkah-KSA-728/2015	mers	KT806013	2015-04-04	west_asia	saudi_arabia
MERS-CoV_camel/Kenya/C1272/2018	mers	MH734115	2018-03-13	africa	kenya
Hu/Riyadh-KSA-9693/2017	mers	MG912603	2017-06-12	west_asia	saudi_arabia
camel/Jeddah/D92/2014	mers	KT368845	2014-12-XX	west_asia	saudi_arabia
Riyadh_688/KSA/2014	mers	KT357803	2014-XX-XX	west_asia	saudi_arabia
Al-Hasa_17_2013	mers	KF600647	2013-05-15	west_asia	saudi_arabia
Camel/UAE/D1164.14/2014	mers	KP719930	2014-06-XX	west_asia	united_arab_emirates
Abudhabi-9	mers	KT828669	2014-06-XX	west_asia	united_arab_emirates
MERS-CoV/Egypt-NC2380/2015	mers	KX710315	2015-12-XX	africa	egypt
camel/Taif/T89/2015	mers	KT368885	2015-04-XX	west_asia	saudi_arabia
camel/UAE_B72_2015	mers	MF598662	2015-03-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-16117/2015	mers	KU851862	2015-08-24	west_asia	saudi_arabia
camel/UAE_B40_2015	mers	MF598632	2015-03-XX	west_asia	united_arab_emirates
Abudhabi-3	mers	KT828666	2014-06-XX	west_asia	united_arab_emirates
Abudhabi-5	mers	KT828667	2014-06-XX	west_asia	united_arab_emirates
Al-Hasa_23b_2013	mers	KJ156894	2013-05-13	west_asia	saudi_arabia
Abudhabi-6	mers	KT828668	2014-06-XX	west_asia	united_arab_emirates
camel/Jeddah/D50(b)/2014	mers	KT368842	2014-12-XX	west_asia	saudi_arabia
Jeddah_C8826/KSA/2014-04-12	mers	KM027258	2014-04-12	west_asia	saudi_arabia
Greece-Saudi_Arabia_2014	mers	KJ782550	2014-04-18	europe	greece
Asir_2b_2013	mers	KJ156899	2013-08-05	west_asia	saudi_arabia
Hu/Jordan-201440011246/2014	mers	KT861633	2014-05-04	west_asia	jordan
Egypt/Giza-3/2018	mers	MH184776	2018-XX-XX	africa	egypt
Jordan/camel/08/2016	mers	KX443663	2016-05-18	west_asia	jordan
Al-Hasa_13e_2013	mers	KF600640	2013-05-07	west_asia	saudi_arabia
Riyadh_2014KSA_166/KSA/2014	mers	KM027282	2014-XX-XX	west_asia	saudi_arabia
Jordan/camel/17/2016	mers	KX443666	2016-05-18	west_asia	jordan
Hu/Riyadh-KSA-8667/2017	mers	MG912599	2017-06-07	west_asia	saudi_arabia
Hu/Northern-KSA-1847784/2018	mers	MK462251	2018-07-18	west_asia	saudi_arabia
Jordan/camel/44/2016	mers	KX443677	2016-05-19	west_asia	jordan
MERS-CoV/camel/Egypt/NRCE-NC747/2015	mers	KU942362	2015-04-01	africa	egypt
Riyadh_5_2013	mers	KJ156944	2013-07-02	west_asia	saudi_arabia
MERS-CoV/camel/Egypt/NRCE-NC755/2015	mers	KU942365	2015-04-01	africa	egypt
NL13845	mers	MG021451	2013-07-17	china	china
camel/UAE_B76_2015	mers	MF598666	2015-03-XX	west_asia	united_arab_emirates
UAE-12-2014	mers	KP202210	2014-XX-XX	west_asia	united_arab_emirates
Jeddah_C7209/KSA/2014	mers	KM027264	2014-XX-XX	west_asia	saudi_arabia
MERS-CoV/KOR/KNIH/005_05_2015	mers	KT001386	2015-05-26	japan_korea	south_korea
2363	mers	MH395139	2016-12-04	west_asia	saudi_arabia
Hu/Jordan-12716/2015	mers	MF741829	2015-08-30	west_asia	jordan
Al-Hasa_13c_2013	mers	KF600637	2013-05-07	west_asia	saudi_arabia
Hu/Riyadh-KSA-21891/2016	mers	MG011356	2016-07-12	west_asia	saudi_arabia
Hu/Riyadh-KSA-16849/2016	mers	MG011350	2016-04-04	west_asia	saudi_arabia
Al-Hasa_23c_2013	mers	KJ156929	2013-05-13	west_asia	saudi_arabia
camel/Riyadh/Ry173/2015	mers	KT368872	2015-03-XX	west_asia	saudi_arabia
Riyadh_578/KSA/2014	mers	KT357795	2014-XX-XX	west_asia	saudi_arabia
Madinah_1b_2013	mers	KJ156904	2013-09-01	west_asia	saudi_arabia
Riyadh_2014KSA_686/KSA/2014	mers	KM027290	2014-XX-XX	west_asia	saudi_arabia
Al-Hasa_10e_2013	mers	KF600614	2013-05-02	west_asia	saudi_arabia
MERS-CoV/camel/Egypt/NRCE-NC739/2015	mers	KU942359	2015-04-01	africa	egypt
camel/UAE_414498_W3_2015	mers	MF598701	2015-04-XX	west_asia	united_arab_emirates
156	mers	KY794403	2015-XX-XX	africa	sudan
Riyadh_1158/KSA/2014	mers	KT357806	2014-XX-XX	west_asia	saudi_arabia
Jordan/camel/31/2016	mers	KX443672	2016-05-19	west_asia	jordan
camel/UAE_B21_2015	mers	MF598613	2015-03-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-8882/2017	mers	MG912600	2017-06-08	west_asia	saudi_arabia
Bat-CoV/P.khulii/Italy/206645-63/2011	mers	MG596803	2011-XX-XX	europe	italy
Hu/Riyadh-KSA-C20807/2015	mers	KT805973	2015-02-06	west_asia	saudi_arabia
camel/Jeddah/D33(b)/2014	mers	KT368829	2014-12-XX	west_asia	saudi_arabia
ChinaGD01_variant_1	mers	KT036373	2015-05-28	china	china
MERS-CoV/camel/Egypt/NRCE-NC1162/2015	mers	KU942373	2015-05-14	africa	egypt
camel/Jeddah/O30/2014	mers	KT368851	2014-10-XX	west_asia	saudi_arabia
Hu/Riyadh-KSA-8677/2017	mers	MG366881	2015-06-07	west_asia	saudi_arabia
Riyadh_6a_2013	mers	KJ156879	2013-07-02	west_asia	saudi_arabia
Hu/Taif,KSA-6047/2014	mers	KR912187	2014-11-28	west_asia	saudi_arabia
Hu/Hufuf-KSA-11150/2015	mers	KT805989	2015-05-13	west_asia	saudi_arabia
MERS_IQ.7	mers	KX150499	2016-02-20	west_asia	iraq
MERS_IQ.6	mers	KX150498	2016-02-20	west_asia	iraq
MERS_IQ.5	mers	KX150497	2016-02-20	west_asia	iraq
MERS_IQ.4	mers	KX150496	2016-02-20	west_asia	iraq
MERS_IQ.3	mers	KX150502	2016-02-20	west_asia	iraq
MERS_IQ.2	mers	KX150501	2016-02-20	west_asia	iraq
KFU-HKU_1	mers	KJ650297	2013-11-30	west_asia	saudi_arabia
D1271/15	mers	KX108945	2015-05-29	west_asia	united_arab_emirates
camel/UAE_B44_2015	mers	MF598635	2015-03-XX	west_asia	united_arab_emirates
MERS_IQ.9	mers	KX150504	2016-02-20	west_asia	iraq
MERS_IQ.8	mers	KX150503	2016-02-20	west_asia	iraq
HafrAlBatin_696/KSA/2014	mers	KT357805	2014-XX-XX	west_asia	saudi_arabia
Camel/UAE/D1164.11/2014	mers	KP719929	2014-06-XX	west_asia	united_arab_emirates
camel/UAE_B37_2015	mers	MF598629	2015-03-XX	west_asia	united_arab_emirates
camel/MERS/Amibara/118/2017	mers	MK564474	2017-08-24	africa	ethiopia
camel/UAE_B17_2015	mers	MF598609	2015-03-XX	west_asia	united_arab_emirates
Riyadh_1168/KSA/2014	mers	KT357798	2014-XX-XX	west_asia	saudi_arabia
Hu/Buraydah-KSA-2937/2015	mers	KT805981	2015-02-10	west_asia	saudi_arabia
Al-Hasa_22b_2013	mers	KF600625	2013-05-09	west_asia	saudi_arabia
Hu/Buqayq-KSA-11012/2015	mers	KT805988	2015-05-10	west_asia	saudi_arabia
Abu_Dhabi/Gayathi_UAE_2_2014	mers	KP209310	2014-03-07	west_asia	united_arab_emirates
Hu/Hufuf-KSA-8271/2015	mers	KT805985	2015-03-07	west_asia	saudi_arabia
camel/Taif/T98/2015	mers	KT368888	2015-04-XX	west_asia	saudi_arabia
Jordan_3_2015	mers	KU233367	2015-XX-XX	west_asia	jordan
Jordan-N3/2012	mers	KC776174	2012-04-XX	west_asia	jordan
camel/UAE_B53_2015	mers	MF598644	2015-03-XX	west_asia	united_arab_emirates
camel/UAE_B78_2015	mers	MF598668	2015-03-XX	west_asia	united_arab_emirates
camel/UAE_B88_2015	mers	MF598678	2015-03-XX	west_asia	united_arab_emirates
UAE-4-2014	mers	KP202215	2014-XX-XX	west_asia	united_arab_emirates
MERS-CoV/KOR/KNIH/003_05_2015	mers	KT001391	2015-05-20	japan_korea	south_korea
Bat-CoV/H.savii/Italy/206645-40/2011	mers	MG596802	2011-XX-XX	europe	italy
camel/UAE_B83_2015	mers	MF598673	2015-03-XX	west_asia	united_arab_emirates
125	mers	KY794401	2015-XX-XX	africa	sudan
82769-Kerman	mers	KM044034	2014-05-17	west_asia	iran
MERS-CoV/Egypt-NC2586/2015	mers	KX710316	2015-12-XX	africa	egypt
Riyadh_10b_2013	mers	KJ156936	2013-08-05	west_asia	saudi_arabia
MERS-CoV/KOR/CNUH_SNU/038_06_2015	mers	KT717701	2015-06-10	japan_korea	south_korea
Jordan_6_2015	mers	KU233370	2015-XX-XX	west_asia	jordan
Hu/Riyadh-KSA-023D1N/2015	mers	MG520075	2015-10-13	west_asia	saudi_arabia
MERS-CoV_camel/Burkina_Faso/CIRAD-HKU785/2015	mers	MG923471	2015-03-18	africa	burkina_faso
camel/Jeddah/D34/2014	mers	KT368830	2014-12-XX	west_asia	saudi_arabia
MERS-CoV_camel/Nigeria/NS004/2015	mers	MG923472	2015-01-13	africa	nigeria
Hu/Riyadh-KSA-7244/2015	mers	KT806011	2015-03-25	west_asia	saudi_arabia
Hu/Riyadh-KSA-012D1S/2015	mers	MG757600	2015-09-01	west_asia	saudi_arabia
KSA_356	mers	KJ396762	2013-11-XX	west_asia	saudi_arabia
Hu/Hufuf-KSA-11767/2015	mers	KT806031	2015-05-27	west_asia	saudi_arabia
camel/UAE_414500_W4_2015	mers	MF598714	2015-04-XX	west_asia	united_arab_emirates
Taif_3f_2013	mers	KJ156915	2013-06-13	west_asia	saudi_arabia
camel/UAE_B110_2015	mers	MF598697	2015-03-XX	west_asia	united_arab_emirates
